platform_number,date,date_update,latitude,longitude,ocean,profiler,institution,cyc,pressure_dbar,temperature_c,salinity_psu,depth_m,oxygen_umolkg,potential_density_kgm3,chlorophyll_mgm3,ph,nitrate_umolkg,qc_flag
5901775,2009-07-24,2018-09-26,-30.631,85.648,I,PROVOR,AOML (USA),676,515.81,22.56,35.138,515.8,231.04,1022.598,0.03,8.013,5.43,GOOD
5901775,2010-05-08,2015-04-30,6.907,43.875,I,SOLO-II,AOML (USA),71,341.78,20.297,34.158,341.8,210.45,1022.267,0.185,8.042,6.18,GOOD
5901775,2010-07-13,2021-03-07,6.072,46.507,I,PROVOR,INCOIS (India),646,1337.29,10.989,35.043,1337.3,205.33,1024.837,0.001,8.105,26.67,GOOD
5901775,2010-12-08,2020-01-06,-18.15,39.253,I,SOLO-II,IFREMER (France),545,1858.75,3.498,34.131,1858.8,197.28,1025.605,0.0,7.991,26.49,INTERPOLATED
5901775,2011-01-03,2019-05-10,-22.209,75.478,I,NKE Arvor,INCOIS (India),349,1113.53,12.238,34.823,1113.5,142.78,1024.411,0.005,8.08,19.53,GOOD
5901775,2011-01-08,2015-03-01,-25.149,34.55,I,NKE Arvor,JAMSTEC (Japan),31,1143.23,12.431,34.882,1143.2,163.78,1024.419,0.002,8.025,18.7,GOOD
5901775,2011-01-17,2020-02-05,17.714,65.225,I,SOLO-II,CSIRO (Australia),256,559.96,16.796,34.924,560.0,213.32,1023.58,0.031,8.033,8.38,GOOD
5901775,2011-07-06,2015-04-21,11.71,94.186,I,SOLO-II,IFREMER (France),86,1538.99,9.23,35.014,1539.0,131.73,1025.165,0.001,7.862,23.79,GOOD
5901775,2011-07-15,2018-02-15,-13.042,80.16,I,NKE Arvor,CSIRO (Australia),459,374.09,19.961,34.797,374.1,138.37,1022.845,0.143,8.003,6.49,PROBABLY_GOOD
5901775,2012-01-23,2017-01-08,15.527,97.64,I,NKE Arvor,CSIRO (Australia),227,647.36,19.45,34.015,647.4,192.25,1022.322,0.008,7.929,12.3,PROBABLY_GOOD
5901775,2012-02-27,2015-06-12,-38.993,68.294,I,Teledyne Webb Research APEX,INCOIS (India),610,850.87,14.589,35.014,850.9,148.42,1024.093,0.014,8.096,10.77,GOOD
5901775,2012-05-13,2020-01-19,-28.414,62.202,I,NKE Arvor,IFREMER (France),158,1015.22,16.389,34.839,1015.2,212.96,1023.593,0.004,8.128,18.26,GOOD
5901775,2012-09-09,2018-06-18,3.16,54.148,I,NKE Arvor,AOML (USA),315,484.82,18.794,34.439,484.8,149.83,1022.792,0.108,8.077,5.54,GOOD
5901775,2013-04-25,2020-04-04,-25.199,96.496,I,NKE Arvor,INCOIS (India),384,229.67,26.078,34.172,229.7,189.78,1021.122,0.371,8.205,4.21,GOOD
5901775,2013-06-22,2016-08-15,-17.503,52.26,I,PROVOR,INCOIS (India),359,1221.24,12.391,35.416,1221.2,193.12,1024.855,0.003,8.063,21.55,PROBABLY_GOOD
5901775,2013-10-23,2020-04-08,14.99,100.953,I,NKE Arvor,AOML (USA),411,577.26,21.69,35.293,577.3,160.72,1022.896,0.062,8.109,10.66,GOOD
5901775,2014-06-02,2019-11-03,0.007,37.285,I,NKE Arvor,AOML (USA),25,1162.48,12.552,35.082,1162.5,170.41,1024.555,0.004,8.016,22.16,GOOD
5901775,2014-06-08,2017-10-04,-3.497,65.809,I,Teledyne Webb Research APEX,AOML (USA),771,308.73,24.133,34.529,308.7,152.8,1021.797,0.122,8.071,5.7,GOOD
5901775,2016-02-01,2015-10-03,-0.395,82.894,I,PROVOR,INCOIS (India),574,962.28,14.339,33.793,962.3,179.26,1023.167,0.005,7.963,15.36,GOOD
5901775,2016-03-19,2017-08-18,-9.714,62.17,I,Teledyne Webb Research APEX,INCOIS (India),369,1065.18,12.914,35.106,1065.2,141.53,1024.502,0.001,8.019,16.14,GOOD
5901775,2016-08-19,2020-06-11,-23.85,33.935,I,Teledyne Webb Research APEX,CSIRO (Australia),568,103.65,24.324,34.947,103.6,171.06,1022.093,0.791,8.124,1.99,GOOD
5901775,2016-11-14,2021-10-03,-30.045,112.794,I,Teledyne Webb Research APEX,JAMSTEC (Japan),92,673.21,16.222,34.65,673.2,209.94,1023.476,0.014,8.042,8.99,GOOD
5901775,2016-12-21,2018-09-14,-33.783,101.76,I,Teledyne Webb Research APEX,IFREMER (France),302,268.83,26.343,35.25,268.8,134.53,1021.931,0.239,8.017,3.0,GOOD
5901775,2017-02-07,2018-03-14,-1.69,116.827,I,SOLO-II,JAMSTEC (Japan),671,126.75,21.534,35.139,126.8,160.52,1022.804,0.457,8.034,1.98,GOOD
5901775,2017-05-08,2016-02-28,17.709,80.994,I,NKE Arvor,AOML (USA),630,1979.92,4.173,34.87,1979.9,200.73,1026.061,0.0,8.082,33.43,GOOD
5901775,2017-05-22,2015-10-25,12.681,109.655,I,Teledyne Webb Research APEX,IFREMER (France),317,644.71,19.376,34.814,644.7,96.89,1022.976,0.028,8.15,8.99,GOOD
5901775,2017-06-23,2019-05-07,-6.91,85.611,I,PROVOR,JAMSTEC (Japan),140,1619.75,6.901,34.82,1619.8,254.22,1025.476,0.0,7.925,27.61,GOOD
5901775,2017-09-17,2020-12-21,-17.316,98.116,I,NKE Arvor,IFREMER (France),521,509.28,21.007,35.072,509.3,221.81,1022.856,0.055,8.041,7.95,GOOD
5901775,2017-10-14,2015-12-27,-4.734,69.538,I,NKE Arvor,INCOIS (India),418,1363.01,9.826,34.457,1363.0,118.47,1024.6,0.0,8.032,20.82,PROBABLY_GOOD
5901775,2017-10-21,2017-05-24,-14.52,83.192,I,SOLO-II,IFREMER (France),477,1520.46,8.358,34.97,1520.5,95.83,1025.304,0.0,8.024,16.3,PROBABLY_GOOD
5901775,2018-02-16,2021-02-21,-7.954,32.372,I,NKE Arvor,INCOIS (India),647,1191.28,10.877,34.432,1191.3,181.18,1024.37,0.003,8.041,21.0,GOOD
5901775,2018-05-17,2018-02-08,-35.168,87.421,I,SOLO-II,AOML (USA),52,943.15,16.688,35.335,943.2,135.19,1023.93,0.002,8.083,16.11,GOOD
5901775,2018-06-26,2019-02-11,20.832,74.716,I,SOLO-II,AOML (USA),507,823.68,17.575,35.013,823.7,218.46,1023.495,0.024,8.135,11.39,GOOD
5901775,2018-10-12,2020-01-17,-7.682,75.727,I,NKE Arvor,JAMSTEC (Japan),450,697.74,19.841,34.525,697.7,195.76,1022.652,0.027,7.907,11.01,GOOD
5901775,2019-07-15,2019-12-04,22.918,55.361,I,NKE Arvor,INCOIS (India),565,1859.06,4.575,34.832,1859.1,184.94,1025.951,0.0,7.949,19.13,GOOD
5901775,2019-09-28,2018-10-29,23.149,106.477,I,NKE Arvor,INCOIS (India),186,1661.24,5.216,34.458,1661.2,157.19,1025.523,0.0,8.051,23.21,GOOD
5901775,2020-05-26,2017-07-12,-14.649,43.049,I,SOLO-II,IFREMER (France),399,1930.05,2.961,35.402,1930.0,244.0,1026.729,0.0,7.928,20.07,GOOD
5901775,2020-09-16,2018-03-23,-19.712,111.512,I,SOLO-II,JAMSTEC (Japan),308,248.59,19.768,35.449,248.6,210.14,1023.406,0.178,8.078,2.87,GOOD
5901775,2020-09-26,2019-09-05,10.026,37.025,I,NKE Arvor,AOML (USA),373,1461.73,8.199,35.078,1461.7,204.13,1025.423,0.001,7.975,22.46,GOOD
5901775,2020-11-18,2020-12-21,23.146,97.23,I,Teledyne Webb Research APEX,INCOIS (India),495,1876.68,5.0,35.423,1876.7,228.0,1026.338,0.0,8.031,24.49,GOOD
5901854,2005-02-03,2015-03-24,20.481,105.824,I,PROVOR,IFREMER (France),59,362.47,19.894,34.861,362.5,139.25,1022.91,0.188,7.95,6.86,GOOD
5901854,2005-09-05,2016-09-20,-11.719,36.844,I,NKE Arvor,INCOIS (India),184,132.99,24.596,35.105,133.0,231.39,1022.165,0.157,7.97,1.66,INTERPOLATED
5901854,2005-09-24,2019-03-12,-6.431,93.806,I,NKE Arvor,AOML (USA),79,1482.24,8.741,35.29,1482.2,169.42,1025.484,0.001,8.257,29.22,GOOD
5901854,2005-10-24,2020-07-01,-17.635,83.32,I,Teledyne Webb Research APEX,AOML (USA),77,1148.95,12.364,34.798,1149.0,193.39,1024.366,0.003,8.015,19.17,INTERPOLATED
5901854,2006-01-12,2019-11-24,-21.885,104.79,I,PROVOR,JAMSTEC (Japan),460,1683.66,7.024,34.828,1683.7,173.74,1025.458,0.0,8.155,24.39,PROBABLY_GOOD
5901854,2006-02-11,2021-08-11,0.273,72.219,I,SOLO-II,JAMSTEC (Japan),250,279.54,21.944,35.173,279.5,104.89,1022.75,0.155,8.038,3.4,BAD
5901854,2006-03-05,2018-02-28,-20.52,47.866,I,Teledyne Webb Research APEX,CSIRO (Australia),488,1590.53,6.599,35.059,1590.5,218.29,1025.727,0.0,8.091,28.07,GOOD
5901854,2006-06-28,2021-02-05,5.102,32.913,I,Teledyne Webb Research APEX,IFREMER (France),412,403.25,19.492,34.498,403.2,107.02,1022.7,0.129,7.978,4.18,GOOD
5901854,2006-08-10,2019-02-11,-30.349,95.766,I,SOLO-II,CSIRO (Australia),146,327.31,23.052,33.925,327.3,141.34,1021.53,0.078,8.08,5.25,GOOD
5901854,2007-02-19,2020-12-09,-29.063,48.841,I,Teledyne Webb Research APEX,CSIRO (Australia),505,328.53,21.454,34.73,328.5,161.89,1022.493,0.142,8.0,5.22,GOOD
5901854,2007-04-30,2018-09-23,11.387,86.424,I,SOLO-II,INCOIS (India),124,1629.15,7.392,33.961,1629.2,101.86,1024.69,0.0,7.816,21.5,INTERPOLATED
5901854,2007-05-19,2018-11-25,14.17,72.271,I,NKE Arvor,AOML (USA),728,1330.39,10.999,34.404,1330.4,135.98,1024.323,0.001,7.832,19.5,INTERPOLATED
5901854,2007-07-31,2015-05-22,-21.432,104.131,I,PROVOR,JAMSTEC (Japan),166,1046.13,14.05,34.45,1046.1,189.79,1023.75,0.007,8.031,12.66,INTERPOLATED
5901854,2007-08-11,2020-09-23,23.5,107.108,I,SOLO-II,AOML (USA),361,717.66,16.693,34.573,717.7,166.13,1023.32,0.013,8.093,11.03,GOOD
5901854,2007-09-23,2016-11-07,22.631,42.565,I,SOLO-II,AOML (USA),307,1754.4,5.19,35.128,1754.4,169.43,1026.064,0.0,7.979,23.7,GOOD
5901854,2008-03-16,2020-11-30,-13.89,48.262,I,NKE Arvor,CSIRO (Australia),141,784.89,18.064,35.215,784.9,143.4,1023.559,0.017,7.956,14.43,BAD
5901854,2008-03-29,2015-06-06,10.942,101.795,I,Teledyne Webb Research APEX,AOML (USA),629,1633.2,5.655,35.003,1633.2,181.85,1025.871,0.0,7.995,19.15,BAD
5901854,2008-04-12,2017-11-19,-1.018,54.144,I,SOLO-II,JAMSTEC (Japan),795,878.27,14.13,35.053,878.3,166.99,1024.216,0.014,8.17,17.48,GOOD
5901854,2008-12-14,2017-05-11,-36.749,50.908,I,SOLO-II,IFREMER (France),710,753.89,15.298,35.062,753.9,114.36,1023.99,0.028,7.894,11.59,GOOD
5901854,2009-03-14,2020-08-25,-25.328,95.888,I,Teledyne Webb Research APEX,AOML (USA),634,925.36,14.199,33.801,925.4,171.96,1023.201,0.011,8.091,9.84,PROBABLY_GOOD
5901854,2009-05-13,2015-05-31,-24.979,67.02,I,SOLO-II,CSIRO (Australia),288,602.76,20.556,34.804,602.8,130.32,1022.732,0.061,8.131,8.97,GOOD
5901854,2009-06-18,2016-09-17,-32.015,115.169,I,Teledyne Webb Research APEX,JAMSTEC (Japan),255,1495.22,8.475,34.081,1495.2,215.91,1024.57,0.001,7.932,23.22,INTERPOLATED
5901854,2009-09-15,2018-08-01,-12.571,63.901,I,PROVOR,JAMSTEC (Japan),790,1005.44,14.981,35.004,1005.4,164.34,1024.007,0.004,7.966,14.53,GOOD
5901854,2009-11-18,2019-01-23,-15.861,72.681,I,SOLO-II,JAMSTEC (Japan),440,464.43,20.346,33.963,464.4,280.86,1022.101,0.125,8.008,8.12,GOOD
5901854,2010-01-20,2018-05-30,-13.842,70.768,I,Teledyne Webb Research APEX,JAMSTEC (Japan),123,1799.15,6.226,34.728,1799.2,218.68,1025.537,0.0,7.986,25.59,GOOD
5901854,2010-02-17,2020-10-20,-37.787,43.065,I,PROVOR,INCOIS (India),499,767.78,18.621,35.019,767.8,174.79,1023.291,0.012,8.115,10.69,GOOD
5901854,2010-07-05,2020-08-18,-18.023,67.599,I,NKE Arvor,JAMSTEC (Japan),128,1087.11,14.058,34.353,1087.1,203.18,1023.671,0.002,8.046,20.57,PROBABLY_GOOD
5901854,2010-10-16,2020-03-17,-1.617,95.49,I,PROVOR,AOML (USA),673,1812.94,4.398,35.185,1812.9,96.41,1026.268,0.0,7.997,32.3,GOOD
5901854,2010-12-02,2015-09-17,-21.536,33.317,I,PROVOR,JAMSTEC (Japan),281,1248.48,9.819,35.003,1248.5,218.5,1025.039,0.002,8.068,14.74,GOOD
5901854,2011-06-28,2017-06-19,-35.547,51.394,I,SOLO-II,CSIRO (Australia),544,233.8,22.872,34.952,233.8,147.19,1022.387,0.091,8.136,3.8,GOOD
5901854,2011-07-19,2018-07-18,-21.948,61.143,I,PROVOR,CSIRO (Australia),318,1879.66,4.134,35.079,1879.7,183.59,1026.236,0.0,8.01,36.4,GOOD
5901854,2012-10-11,2021-06-22,-30.828,51.993,I,Teledyne Webb Research APEX,INCOIS (India),348,1255.42,11.03,34.656,1255.4,150.9,1024.519,0.0,7.974,15.37,GOOD
5901854,2013-11-09,2017-01-06,-18.023,79.728,I,PROVOR,AOML (USA),686,669.81,19.179,34.861,669.8,155.15,1023.053,0.025,8.113,6.71,GOOD
5901854,2014-02-20,2018-04-27,-39.67,114.529,I,SOLO-II,IFREMER (France),124,278.54,20.348,34.804,278.5,172.75,1022.774,0.234,8.177,5.41,GOOD
5901854,2014-03-18,2019-05-22,-0.226,52.227,I,NKE Arvor,IFREMER (France),151,1588.05,6.777,34.795,1588.0,183.07,1025.481,0.0,8.164,26.01,PROBABLY_GOOD
5901854,2014-12-08,2018-04-20,24.467,82.782,I,NKE Arvor,AOML (USA),153,1240.15,10.607,34.531,1240.2,178.92,1024.503,0.001,8.105,14.91,PROBABLY_GOOD
5901854,2015-01-05,2016-10-29,-34.521,47.167,I,Teledyne Webb Research APEX,CSIRO (Australia),184,1066.92,15.057,34.303,1066.9,179.92,1023.431,0.001,8.028,14.94,GOOD
5901854,2015-03-13,2018-03-01,0.694,39.36,I,PROVOR,JAMSTEC (Japan),798,1787.79,5.776,34.665,1787.8,114.97,1025.577,0.0,8.107,21.34,GOOD
5901854,2015-04-01,2021-12-08,5.026,105.823,I,Teledyne Webb Research APEX,CSIRO (Australia),208,1577.19,8.028,34.643,1577.2,273.28,1025.109,0.0,8.088,27.18,GOOD
5901854,2015-04-01,2018-11-01,13.612,101.386,I,NKE Arvor,INCOIS (India),298,303.35,19.311,34.505,303.4,189.28,1022.742,0.271,8.093,3.8,BAD
5901854,2015-07-02,2020-08-08,-35.256,112.403,I,PROVOR,CSIRO (Australia),754,623.44,17.781,35.141,623.4,197.5,1023.557,0.03,8.042,6.39,PROBABLY_GOOD
5901854,2015-12-20,2016-06-03,-16.345,111.046,I,NKE Arvor,AOML (USA),519,496.98,21.371,34.331,497.0,166.4,1022.191,0.079,8.127,5.5,BAD
5901854,2016-01-18,2015-04-23,20.163,77.181,I,Teledyne Webb Research APEX,IFREMER (France),575,1487.89,8.52,34.731,1487.9,145.03,1025.081,0.001,8.115,16.71,GOOD
5901854,2016-03-02,2021-03-19,4.595,112.202,I,NKE Arvor,INCOIS (India),154,67.06,27.481,35.267,67.1,186.04,1021.717,0.955,7.946,1.32,PROBABLY_GOOD
5901854,2016-04-22,2021-04-03,-19.027,76.72,I,PROVOR,CSIRO (Australia),446,1139.78,12.605,35.164,1139.8,191.57,1024.61,0.003,8.102,13.31,BAD
5901854,2016-06-18,2021-09-13,17.42,50.514,I,PROVOR,IFREMER (France),22,1524.92,9.235,35.287,1524.9,232.07,1025.383,0.001,7.967,19.47,GOOD
5901854,2016-07-12,2019-06-11,2.925,46.884,I,NKE Arvor,CSIRO (Australia),391,1753.53,6.097,34.564,1753.5,263.1,1025.432,0.0,8.055,33.43,BAD
5901854,2017-04-25,2021-08-15,-1.218,77.496,I,PROVOR,CSIRO (Australia),109,684.16,18.011,35.114,684.2,239.08,1023.489,0.016,8.035,8.99,GOOD
5901854,2017-05-07,2017-03-06,6.232,43.695,I,PROVOR,INCOIS (India),70,1642.51,5.945,34.375,1642.5,109.34,1025.311,0.0,8.085,21.88,GOOD
5901854,2017-06-23,2017-05-21,4.268,53.741,I,Teledyne Webb Research APEX,AOML (USA),61,221.26,23.086,34.69,221.3,161.58,1022.135,0.38,8.007,3.05,GOOD
5901854,2018-01-14,2017-05-02,-12.363,65.871,I,PROVOR,INCOIS (India),737,1692.9,5.344,34.727,1692.9,193.43,1025.713,0.0,8.018,19.21,BAD
5901854,2018-02-28,2018-08-25,18.213,70.414,I,SOLO-II,IFREMER (France),531,254.98,22.586,34.57,255.0,163.99,1022.139,0.227,8.006,4.91,INTERPOLATED
5901854,2018-05-14,2020-04-11,23.631,45.011,I,NKE Arvor,AOML (USA),650,794.57,14.77,34.655,794.6,178.25,1023.77,0.021,8.008,11.24,INTERPOLATED
5901854,2018-08-02,2018-03-16,13.132,49.826,I,SOLO-II,IFREMER (France),658,1594.59,7.619,34.603,1594.6,94.19,1025.159,0.0,7.934,18.41,GOOD
5901854,2018-08-29,2018-02-14,-23.724,45.459,I,NKE Arvor,INCOIS (India),283,299.83,19.338,34.407,299.8,216.57,1022.658,0.192,8.088,3.61,GOOD
5901854,2018-10-26,2020-03-30,17.928,57.385,I,NKE Arvor,IFREMER (France),344,458.5,19.293,35.143,458.5,104.98,1023.256,0.077,8.001,7.44,GOOD
5901854,2018-11-25,2018-01-05,-38.428,58.744,I,SOLO-II,JAMSTEC (Japan),54,1444.51,9.48,34.727,1444.5,117.1,1024.886,0.001,8.075,16.62,GOOD
5901854,2019-06-18,2021-10-23,1.173,57.829,I,PROVOR,AOML (USA),247,1440.07,10.195,34.881,1440.1,139.41,1024.866,0.0,8.047,19.55,GOOD
5901854,2019-08-10,2021-09-21,-25.452,66.15,I,Teledyne Webb Research APEX,JAMSTEC (Japan),509,1282.3,10.92,34.866,1282.3,176.1,1024.709,0.002,8.081,15.08,GOOD
5901854,2019-08-13,2018-06-20,21.138,46.526,I,NKE Arvor,CSIRO (Australia),100,1387.9,11.637,34.822,1387.9,115.09,1024.53,0.001,8.094,25.47,BAD
5901854,2019-09-05,2020-05-30,-26.394,99.047,I,Teledyne Webb Research APEX,IFREMER (France),174,1085.45,12.534,34.837,1085.4,137.58,1024.363,0.005,7.945,18.35,PROBABLY_GOOD
5901854,2019-12-25,2021-12-28,-37.303,89.673,I,SOLO-II,AOML (USA),734,503.6,22.329,34.678,503.6,225.96,1022.277,0.094,8.039,8.71,PROBABLY_GOOD
5901860,2005-01-17,2018-09-09,-27.366,115.22,I,NKE Arvor,INCOIS (India),294,691.39,19.223,35.367,691.4,175.51,1023.449,0.025,8.063,12.27,GOOD
5901860,2005-04-13,2017-11-07,16.237,100.163,I,NKE Arvor,CSIRO (Australia),716,363.2,23.292,35.104,363.2,197.34,1022.425,0.213,7.993,5.27,GOOD
5901860,2005-08-22,2018-10-06,-28.989,92.905,I,PROVOR,INCOIS (India),307,1816.9,3.348,34.807,1816.9,130.55,1026.176,0.0,7.996,36.02,GOOD
5901860,2005-10-23,2015-08-13,4.802,64.897,I,PROVOR,INCOIS (India),791,1166.78,11.361,34.621,1166.8,177.85,1024.425,0.004,8.077,17.07,BAD
5901860,2006-05-08,2020-09-27,-39.874,60.761,I,NKE Arvor,INCOIS (India),727,801.7,14.563,34.752,801.7,174.57,1023.889,0.013,8.149,14.68,GOOD
5901860,2006-07-16,2018-12-09,-12.975,61.421,I,Teledyne Webb Research APEX,INCOIS (India),762,924.01,15.683,34.967,924.0,148.19,1023.837,0.011,8.092,10.23,GOOD
5901860,2007-03-31,2016-05-30,-12.445,57.652,I,NKE Arvor,AOML (USA),757,1894.57,4.728,35.4,1894.6,177.96,1026.374,0.0,8.104,19.35,GOOD
5901860,2007-10-12,2019-04-19,-25.409,93.926,I,Teledyne Webb Research APEX,JAMSTEC (Japan),502,306.7,24.132,34.251,306.7,104.31,1021.574,0.066,8.074,4.8,INTERPOLATED
5901860,2007-10-15,2021-08-13,12.929,90.597,I,Teledyne Webb Research APEX,INCOIS (India),333,1172.46,12.187,35.064,1172.5,197.54,1024.614,0.004,8.199,14.57,BAD
5901860,2007-11-14,2019-03-09,-17.965,34.948,I,Teledyne Webb Research APEX,CSIRO (Australia),5,1011.78,15.55,35.251,1011.8,164.02,1024.091,0.004,8.052,18.94,GOOD
5901860,2008-05-05,2019-11-14,-29.125,64.613,I,Teledyne Webb Research APEX,CSIRO (Australia),722,1222.91,10.144,34.205,1222.9,169.71,1024.335,0.001,8.121,15.73,BAD
5901860,2008-11-02,2016-06-02,-14.397,58.092,I,NKE Arvor,CSIRO (Australia),417,36.22,23.021,34.728,36.2,214.07,1022.178,0.838,8.3,0.39,GOOD
5901860,2009-06-29,2021-06-24,-33.19,115.307,I,NKE Arvor,INCOIS (India),37,1744.25,6.081,34.374,1744.2,197.28,1025.283,0.0,8.079,24.46,GOOD
5901860,2009-07-26,2016-08-20,-34.94,116.82,I,PROVOR,IFREMER (France),383,1864.24,5.259,34.972,1864.2,167.27,1025.926,0.0,8.048,28.09,GOOD
5901860,2010-09-14,2021-07-18,2.607,110.132,I,NKE Arvor,JAMSTEC (Japan),353,1130.27,11.969,34.657,1130.3,135.34,1024.332,0.005,7.926,22.16,PROBABLY_GOOD
5901860,2011-08-11,2020-05-13,16.026,68.702,I,NKE Arvor,INCOIS (India),445,1393.3,10.657,34.748,1393.3,233.15,1024.667,0.001,7.921,17.92,GOOD
5901860,2012-01-27,2016-03-03,21.814,54.167,I,NKE Arvor,JAMSTEC (Japan),657,1845.0,4.355,34.636,1845.0,126.4,1025.838,0.0,8.218,25.58,GOOD
5901860,2012-03-28,2020-12-13,-5.194,77.757,I,PROVOR,INCOIS (India),47,1414.48,9.085,35.088,1414.5,205.17,1025.253,0.0,8.054,17.73,PROBABLY_GOOD
5901860,2012-05-08,2020-01-19,-21.461,36.715,I,SOLO-II,AOML (USA),402,305.08,24.88,34.892,305.1,116.1,1021.938,0.062,7.977,3.2,PROBABLY_GOOD
5901860,2012-11-09,2016-03-20,11.786,104.72,I,SOLO-II,IFREMER (France),392,1152.58,10.13,34.892,1152.6,216.71,1024.888,0.002,8.01,19.86,PROBABLY_GOOD
5901860,2013-08-20,2021-01-24,-7.065,31.115,I,SOLO-II,INCOIS (India),171,1213.43,12.737,34.864,1213.4,220.42,1024.344,0.002,7.961,15.61,GOOD
5901860,2013-09-21,2017-01-26,11.832,54.986,I,NKE Arvor,AOML (USA),130,848.26,18.322,35.029,848.3,103.5,1023.359,0.02,8.048,13.52,GOOD
5901860,2013-12-29,2021-09-21,-30.126,62.493,I,Teledyne Webb Research APEX,IFREMER (France),665,1472.89,7.115,34.695,1472.9,197.97,1025.333,0.0,7.998,24.95,GOOD
5901860,2014-05-22,2017-09-24,-13.985,30.781,I,Teledyne Webb Research APEX,INCOIS (India),685,1868.73,5.076,35.48,1868.7,194.66,1026.369,0.0,8.095,25.21,GOOD
5901860,2014-10-05,2016-06-09,-32.08,119.901,I,Teledyne Webb Research APEX,AOML (USA),133,1851.14,4.583,34.306,1851.1,208.12,1025.528,0.0,8.167,21.87,GOOD
5901860,2014-10-29,2019-07-03,18.034,58.503,I,PROVOR,CSIRO (Australia),603,901.68,16.59,34.11,901.7,194.61,1022.97,0.012,8.088,17.71,GOOD
5901860,2014-12-30,2021-08-27,23.046,84.307,I,Teledyne Webb Research APEX,CSIRO (Australia),376,226.48,24.126,34.077,226.5,141.51,1021.436,0.118,8.053,3.18,GOOD
5901860,2015-02-20,2019-09-30,-19.421,87.949,I,SOLO-II,JAMSTEC (Japan),198,1969.68,2.729,33.968,1969.7,171.31,1025.629,0.0,8.052,34.24,GOOD
5901860,2015-08-02,2018-09-16,12.66,111.456,I,NKE Arvor,AOML (USA),44,1677.8,6.765,35.069,1677.8,246.59,1025.702,0.0,8.158,21.06,GOOD
5901860,2016-04-15,2020-01-20,-8.314,67.757,I,Teledyne Webb Research APEX,IFREMER (France),723,249.33,20.209,35.021,249.3,135.69,1022.975,0.297,7.945,2.64,GOOD
5901860,2016-09-18,2019-04-14,9.443,70.419,I,NKE Arvor,IFREMER (France),547,1841.68,4.2,35.283,1841.7,192.91,1026.386,0.0,7.974,34.05,GOOD
5901860,2016-10-12,2015-06-18,23.296,105.863,I,SOLO-II,AOML (USA),494,1739.79,4.829,34.377,1739.8,226.05,1025.536,0.0,8.006,22.26,BAD
5901860,2017-03-09,2017-03-05,-27.522,92.553,I,NKE Arvor,CSIRO (Australia),526,1037.68,14.4,35.098,1037.7,140.37,1024.198,0.001,7.955,18.57,PROBABLY_GOOD
5901860,2017-04-25,2017-08-20,-15.97,42.903,I,PROVOR,JAMSTEC (Japan),511,1182.55,13.342,34.823,1182.6,123.33,1024.19,0.004,8.09,21.17,PROBABLY_GOOD
5901860,2017-05-01,2019-02-14,-4.291,69.504,I,SOLO-II,INCOIS (India),706,798.01,17.349,34.867,798.0,129.36,1023.424,0.024,8.019,9.71,GOOD
5901860,2017-09-08,2017-02-23,-35.21,44.114,I,PROVOR,AOML (USA),203,109.52,22.452,35.05,109.5,195.8,1022.55,0.848,7.974,1.85,GOOD
5901860,2018-02-14,2015-10-04,14.054,107.217,I,NKE Arvor,JAMSTEC (Japan),242,670.39,17.457,34.497,670.4,129.02,1023.106,0.044,8.093,12.06,GOOD
5901860,2018-05-08,2021-09-11,11.933,93.944,I,NKE Arvor,AOML (USA),9,1605.71,8.147,35.835,1605.7,174.59,1026.039,0.0,8.043,17.08,GOOD
5901860,2018-06-14,2015-06-11,11.024,56.013,I,PROVOR,CSIRO (Australia),784,9.26,22.343,35.333,9.3,234.85,1022.798,1.24,8.082,0.17,GOOD
5901860,2018-06-30,2016-03-26,12.447,113.803,I,SOLO-II,INCOIS (India),54,667.0,20.952,34.587,667.0,177.95,1022.479,0.016,8.049,12.95,GOOD
5901860,2018-08-02,2019-04-12,-3.57,61.123,I,PROVOR,CSIRO (Australia),255,796.34,14.868,34.364,796.3,148.89,1023.518,0.02,8.008,9.58,GOOD
5901860,2018-10-04,2015-02-01,-19.52,49.757,I,SOLO-II,CSIRO (Australia),770,1074.79,14.294,34.765,1074.8,185.02,1023.953,0.002,7.965,14.45,GOOD
5901860,2018-10-20,2016-07-31,-16.442,117.383,I,Teledyne Webb Research APEX,IFREMER (France),91,1839.71,3.843,34.873,1839.7,177.25,1026.13,0.0,8.086,25.68,GOOD
5901860,2019-05-18,2016-11-09,-8.792,115.498,I,Teledyne Webb Research APEX,JAMSTEC (Japan),24,692.69,15.865,35.226,692.7,198.11,1024.008,0.042,7.976,12.97,GOOD
5901860,2019-06-27,2016-10-07,-3.585,96.444,I,SOLO-II,AOML (USA),503,693.91,19.839,34.333,693.9,244.77,1022.499,0.023,8.131,10.96,GOOD
5901860,2019-09-08,2017-10-26,23.006,86.373,I,NKE Arvor,AOML (USA),117,1475.0,9.604,34.914,1475.0,195.87,1025.01,0.001,8.07,18.2,PROBABLY_GOOD
5901860,2020-05-05,2021-11-01,-12.218,64.065,I,SOLO-II,AOML (USA),751,904.44,16.149,34.188,904.4,261.35,1023.121,0.011,8.047,15.39,GOOD
5901860,2020-12-12,2019-06-20,-3.134,112.793,I,SOLO-II,INCOIS (India),320,449.21,19.297,34.975,449.2,198.21,1023.121,0.062,7.986,8.26,PROBABLY_GOOD
